,num4black,num4white,0,1,2
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3G4H5F2B5B4,2.0,1.0,205.0,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3G4H5F2B5B4C3,2.0,1.0,206.0,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3G4H5F2B5B4C3A6,2.0,1.0,207.0,262.0,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3G4H5F2B5B4C3A6A3,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7E2B3F1G2D3B4B6C3B5F8,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2H6D8C8D3B5F8,3.0,1.0,210.0,263.0,284.0
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2H6D8C8D3B5F8B3,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6H6D7D3G4B6D2F2G3E2F3H5B4,1.0,1.0,212.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6H6D7D3G4B6D2F2G3E2F3H5B4F8,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6D3D8C8G4,1.0,2.0,214.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6D3D8C8G4F3,1.0,2.0,215.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6D3D8C8G4F3F2,1.0,2.0,216.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6D3D8C8G4F3F2G3,1.0,2.0,217.0,250.0,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6D3D8C8G4F3F2G3B3,1.0,1.0,218.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6D3D8C8G4F3F2G3B3F8,1.0,1.0,219.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6D3D8C8G4F3F2G3B3F8C2,1.0,1.0,220.0,,
