,num4black,num4white,0,1,2,3,4,5,6,7
F5D6C3D3C4F4F6B4F3E6E3F2C7E2C6G3C5D2C2G5G4D7,1.0,7.0,210.0,2169.0,2518.0,3183.0,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7E2C6G3C5D2C2G5G4D7C1,1.0,2.0,211.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7E2C6G3C5D2C2G5G4D7C1H4,1.0,2.0,212.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7E2C6G3C5D2C2G5G4D7C1H4F7,1.0,2.0,213.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7E2C6G3C5D2C2G5G4D7C1H4F7B6,1.0,2.0,214.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7E2C6G3C5D2C2G5G4D7C1H4F7B6B5,1.0,2.0,215.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7E2C6G3C5D2C2G5G4D7C1H4F7B6B5E7,1.0,2.0,216.0,5089.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7E2C6G3C5D2C2G5G4D7C1H4F7B6B5E7H6,3.0,1.0,217.0,3840.0,4785.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7E2C6G3C5D2C2G5G4D7C1H4F7B6B5E7H6F8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5C1C5B3A4E2D7C8H5C7,1.0,1.0,219.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5C1C5B3A4E2D7C8H5C7H4,1.0,1.0,220.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5C1C5B3A4E2D7C8H5C7H4H3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5E8,3.0,2.0,222.0,1636.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5E8F1,3.0,1.0,223.0,1519.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5E8F1F7,1.0,4.0,224.0,1984.0,4213.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5E8F1F7A4,3.0,1.0,225.0,779.0,3501.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5E8F1F7A4B3,1.0,6.0,226.0,631.0,1610.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5E8F1F7A4B3C5,2.0,1.0,227.0,3332.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5E8F1F7A4B3C5H5,1.0,2.0,228.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5E8F1F7A4B3C5H5G3,1.0,2.0,229.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5E8F1F7A4B3C5H5G3E2,1.0,2.0,230.0,4848.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5E8F1F7A4B3C5H5G3E2C7,1.0,1.0,231.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5E8F1F7A4B3C5H5G3E2C7C1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2,17.0,1.0,233.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5,17.0,1.0,234.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6,17.0,1.0,235.0,449.0,824.0,2366.0,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6G3,5.0,1.0,236.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6G3A4,5.0,1.0,237.0,613.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6G3A4C7,1.0,1.0,238.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6G3A4C7B6,1.0,1.0,239.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6G3A4C7B6F7,1.0,1.0,240.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6G3A4C7B6F7H3,1.0,1.0,241.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6G3A4C7B6F7H3C1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2,1.0,8.0,243.0,664.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5,1.0,4.0,244.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6,1.0,4.0,245.0,1074.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6E1,1.0,2.0,246.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6E1F7,1.0,2.0,247.0,4318.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6E1F7B5,1.0,1.0,248.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6E1F7B5A6,1.0,1.0,249.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6E1F7B5A6B3,1.0,1.0,250.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6E1F7B5A6B3A4,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2,7.0,1.0,252.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3,7.0,1.0,253.0,279.0,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3B6,6.0,1.0,254.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3B6D1,6.0,1.0,255.0,2435.0,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3B6D1G6,4.0,2.0,256.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3B6D1G6A5,4.0,2.0,257.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3B6D1G6A5D2,4.0,2.0,258.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3B6D1G6A5D2C5,4.0,2.0,259.0,606.0,1451.0,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3B6D1G6A5D2C5B5,1.0,4.0,260.0,856.0,1742.0,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3B6D1G6A5D2C5B5D7,14.0,1.0,261.0,713.0,1192.0,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3B6D1G6A5D2C5B5D7C1,7.0,1.0,262.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3B6D1G6A5D2C5B5D7C1A4,7.0,1.0,263.0,853.0,5283.0,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3B6D1G6A5D2C5B5D7C1A4A6,5.0,1.0,264.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3B6D1G6A5D2C5B5D7C1A4A6B1,5.0,1.0,265.0,1209.0,2164.0,3594.0,4514.0,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3B6D1G6A5D2C5B5D7C1A4A6B1B3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1,4.0,4.0,267.0,1493.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5,4.0,3.0,268.0,485.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5G3,3.0,3.0,269.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5G3E1,3.0,3.0,270.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5G3E1C2,3.0,3.0,271.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5G3E1C2E2,3.0,3.0,272.0,2526.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5G3E1C2E2F7,1.0,12.0,273.0,672.0,1272.0,2105.0,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5G3E1C2E2F7C5,1.0,6.0,274.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5G3E1C2E2F7C5B3,1.0,6.0,275.0,1927.0,3003.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5G3E1C2E2F7C5B3H6,3.0,2.0,276.0,587.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5G3E1C2E2F7C5B3H6D1,1.0,2.0,277.0,4882.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5G3E1C2E2F7C5B3H6D1H3,3.0,1.0,278.0,618.0,5110.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5G3E1C2E2F7C5B3H6D1H3C6,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3G6,1.0,2.0,280.0,3650.0,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3G6F7,2.0,1.0,281.0,4738.0,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3G6F7D2,1.0,4.0,282.0,734.0,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3G6F7D2D7,1.0,2.0,283.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3G6F7D2D7H6,1.0,2.0,284.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3G6F7D2D7H6H4,1.0,2.0,285.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3G6F7D2D7H6H4G4,1.0,2.0,286.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3G6F7D2D7H6H4G4H5,1.0,2.0,287.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3G6F7D2D7H6H4G4H5H3,1.0,2.0,288.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3G6F7D2D7H6H4G4H5H3C7,1.0,2.0,289.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3G6F7D2D7H6H4G4H5H3C7H7,1.0,2.0,290.0,1535.0,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3G6F7D2D7H6H4G4H5H3C7H7C5,1.0,1.0,291.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3G6F7D2D7H6H4G4H5H3C7H7C5B3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3F7A5C1E7,1.0,2.0,293.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3F7A5C1E7E8,1.0,2.0,294.0,4500.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3F7A5C1E7E8C7,2.0,1.0,295.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3F7A5C1E7E8C7C5,2.0,1.0,296.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3F7A5C1E7E8C7C5E2,2.0,1.0,297.0,521.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3F7A5C1E7E8C7C5E2C2,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1,1.0,6.0,299.0,456.0,1128.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1E2,7.0,2.0,300.0,590.0,1345.0,1773.0,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1E2E8,3.0,2.0,301.0,357.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1E2E8F8,3.0,1.0,302.0,603.0,1024.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1E2E8F8G3,1.0,1.0,303.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1E2E8F8G3C7,1.0,1.0,304.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1E2E8F8G3C7F7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3A5,2.0,2.0,306.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3A5C1,2.0,2.0,307.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3A5C1H3,2.0,2.0,308.0,4152.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3A5C1H3F7,1.0,5.0,309.0,759.0,1114.0,2717.0,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3A5C1H3F7F1,4.0,1.0,310.0,1247.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3A5C1H3F7F1E2,2.0,1.0,311.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3A5C1H3F7F1E2E8,2.0,1.0,312.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3A5C1H3F7F1E2E8B3,2.0,1.0,313.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3A5C1H3F7F1E2E8B3E7,2.0,1.0,314.0,4975.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3A5C1H3F7F1E2E8B3E7G8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1,5.0,2.0,316.0,938.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4,13.0,1.0,317.0,1731.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4B5,10.0,1.0,318.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4B5A5,10.0,1.0,319.0,800.0,1052.0,1721.0,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4B5A5H5,4.0,1.0,320.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4B5A5H5H3,4.0,1.0,321.0,641.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4B5A5H5H3C7,1.0,1.0,322.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4B5A5H5H3C7D7,1.0,1.0,323.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4B5A5H5H3C7D7G3,1.0,1.0,324.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4B5A5H5H3C7D7G3D1,1.0,1.0,325.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4B5A5H5H3C7D7G3D1A6,1.0,1.0,326.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4B5A5H5H3C7D7G3D1A6A7,1.0,1.0,327.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4B5A5H5H3C7D7G3D1A6A7B6,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2A4,1.0,3.0,329.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2A4C1,1.0,3.0,330.0,1373.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2A4C1D7,3.0,1.0,331.0,3007.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2A4C1D7C2,1.0,2.0,332.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2A4C1D7C2H5,1.0,2.0,333.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2A4C1D7C2H5C6,1.0,2.0,334.0,831.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2A4C1D7C2H5C6C7,1.0,1.0,335.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2A4C1D7C2H5C6C7D8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5H3,1.0,3.0,337.0,2091.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5H3F8,1.0,1.0,338.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5H3F8E2,1.0,1.0,339.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5H3F8E2C2,1.0,1.0,340.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5H3F8E2C2B3,1.0,1.0,341.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5H3F8E2C2B3F1,1.0,1.0,342.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5H3F8E2C2B3F1A4,1.0,1.0,343.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5H3F8E2C2B3F1A4A3,1.0,1.0,344.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5H3F8E2C2B3F1A4A3D1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5A5,3.0,1.0,346.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5A5A6,3.0,1.0,347.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5A5A6A3,3.0,1.0,348.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5A5A6A3A4,3.0,1.0,349.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5A5A6A3A4A7,3.0,1.0,350.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5A5A6A3A4A7B6,3.0,1.0,351.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5A5A6A3A4A7B6B3,3.0,1.0,352.0,3256.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5A5A6A3A4A7B6B3C1,1.0,2.0,353.0,1894.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5A5A6A3A4A7B6B3C1G4,2.0,1.0,354.0,3824.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5A5A6A3A4A7B6B3C1G4E7,1.0,2.0,355.0,1858.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5A5A6A3A4A7B6B3C1G4E7C7,2.0,1.0,356.0,1061.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5A5A6A3A4A7B6B3C1G4E7C7D7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1E2E8E1,3.0,1.0,358.0,2787.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1E2E8E1C7,1.0,4.0,359.0,534.0,2297.0,3686.0,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1E2E8E1C7A3,2.0,1.0,360.0,3857.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1E2E8E1C7A3F7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5C1C5B3D7,6.0,1.0,362.0,706.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5C1C5B3D7C8,4.0,1.0,363.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5C1C5B3D7C8A4,4.0,1.0,364.0,509.0,4597.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5C1C5B3D7C8A4C7,1.0,1.0,365.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5C1C5B3D7C8A4C7C2,1.0,1.0,366.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5C1C5B3D7C8A4C7C2E2,1.0,1.0,367.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5C1C5B3D7C8A4C7C2E2C6,1.0,1.0,368.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5C1C5B3D7C8A4C7C2E2C6F7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4G3,8.0,2.0,370.0,,,,,,,
F5D6C3D3C4F4F6B4G3E6,8.0,2.0,371.0,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3,8.0,2.0,372.0,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5,8.0,2.0,373.0,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6,8.0,2.0,374.0,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3,8.0,2.0,375.0,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4,8.0,2.0,376.0,4115.0,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7,7.0,2.0,377.0,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2,7.0,2.0,378.0,409.0,787.0,3614.0,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H7,2.0,2.0,379.0,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H7C7,2.0,2.0,380.0,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H7C7C6,2.0,2.0,381.0,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H7C7C6B5,2.0,2.0,382.0,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H7C7C6B5A4,2.0,2.0,383.0,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H7C7C6B5A4A6,2.0,2.0,384.0,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H7C7C6B5A4A6B6,2.0,2.0,385.0,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H7C7C6B5A4A6B6C5,2.0,2.0,386.0,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H7C7C6B5A4A6B6C5D7,2.0,2.0,387.0,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H7C7C6B5A4A6B6C5D7A3,2.0,2.0,388.0,3159.0,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H7C7C6B5A4A6B6C5D7A3A2,1.0,2.0,389.0,2067.0,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H7C7C6B5A4A6B6C5D7A3A2D8,2.0,1.0,390.0,408.0,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H7C7C6B5A4A6B6C5D7A3A2D8E7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6E2B3A4C1E1A5H6,1.0,1.0,392.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6E2B3A4C1E1A5H6A3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5,3.0,3.0,394.0,1062.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6,3.0,2.0,395.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2,3.0,2.0,396.0,862.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2A5,3.0,1.0,397.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2A5A6,3.0,1.0,398.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2A5A6A3,3.0,1.0,399.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2A5A6A3A4,3.0,1.0,400.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2A5A6A3A4A7,3.0,1.0,401.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2A5A6A3A4A7B6,3.0,1.0,402.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2A5A6A3A4A7B6B3,3.0,1.0,403.0,4714.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2A5A6A3A4A7B6B3C1,1.0,2.0,404.0,2135.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2A5A6A3A4A7B6B3C1G4,2.0,1.0,405.0,4662.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2A5A6A3A4A7B6B3C1G4E7,1.0,2.0,406.0,4141.0,,,,,,
